subject,feature,seed,mapping_accuracy,mapping_balanced_accuracy,mapping
5,F0,0,0.2604166666666667,0.2604166666666667,"1,2,3,0"
5,F0,1,0.2586805555555556,0.2586805555555556,"1,3,2,0"
5,F0,2,0.2569444444444444,0.2569444444444445,"2,0,3,1"
5,F0,3,0.2586805555555556,0.2586805555555556,"2,3,0,1"
5,F0,4,0.2534722222222222,0.2534722222222222,"3,1,2,0"
5,F0,5,0.2569444444444444,0.2569444444444445,"3,0,2,1"
5,F0,6,0.2621527777777778,0.2621527777777778,"3,1,0,2"
5,F0,7,0.2586805555555556,0.2586805555555556,"3,2,1,0"
5,F0,8,0.2586805555555556,0.2586805555555556,"2,3,1,0"
5,F0,9,0.2586805555555556,0.2586805555555556,"3,0,2,1"
5,F0,10,0.2604166666666667,0.2604166666666667,"0,1,2,3"
5,F0,11,0.2569444444444444,0.2569444444444445,"3,1,2,0"
5,F0,12,0.2586805555555556,0.2586805555555556,"1,2,0,3"
5,F0,13,0.2569444444444444,0.2569444444444445,"3,0,2,1"
5,F0,14,0.2534722222222222,0.2534722222222222,"2,1,0,3"
5,F0,15,0.2534722222222222,0.2534722222222222,"2,3,0,1"
5,F0,16,0.2534722222222222,0.2534722222222222,"2,3,1,0"
5,F0,17,0.2586805555555556,0.2586805555555556,"2,3,1,0"
5,F0,18,0.2569444444444444,0.2569444444444445,"0,3,1,2"
5,F0,19,0.2586805555555556,0.2586805555555556,"3,1,0,2"
5,F1,0,0.24305555555555555,0.24305555555555558,"3,2,1,0"
5,F1,1,0.24305555555555555,0.24305555555555558,"2,0,1,3"
5,F1,2,0.24131944444444445,0.24131944444444448,"3,0,1,2"
5,F1,3,0.24305555555555555,0.24305555555555555,"1,3,2,0"
5,F1,4,0.24305555555555555,0.24305555555555558,"2,3,0,1"
5,F1,5,0.2361111111111111,0.2361111111111111,"1,3,2,0"
5,F1,6,0.24305555555555555,0.24305555555555558,"3,2,0,1"
5,F1,7,0.25,0.25,"1,2,0,3"
5,F1,8,0.24305555555555555,0.24305555555555558,"2,1,3,0"
5,F1,9,0.24305555555555555,0.24305555555555558,"0,1,3,2"
5,F1,10,0.23958333333333334,0.23958333333333334,"2,3,0,1"
5,F1,11,0.24479166666666666,0.24479166666666666,"0,2,1,3"
5,F1,12,0.24479166666666666,0.24479166666666669,"1,0,3,2"
5,F1,13,0.25,0.24999999999999997,"2,1,0,3"
5,F1,14,0.2482638888888889,0.2482638888888889,"0,3,1,2"
5,F1,15,0.24305555555555555,0.24305555555555558,"3,2,1,0"
5,F1,16,0.24479166666666666,0.24479166666666666,"1,0,2,3"
5,F1,17,0.2482638888888889,0.2482638888888889,"3,1,2,0"
5,F1,18,0.25,0.25,"1,2,0,3"
5,F1,19,0.24479166666666666,0.24479166666666666,"0,3,2,1"
5,F2-S,0,0.2777777777777778,0.2777777777777778,"3,2,1,0"
5,F2-S,1,0.2725694444444444,0.2725694444444444,"1,3,2,0"
5,F2-S,2,0.2777777777777778,0.2777777777777778,"1,2,3,0"
5,F2-S,3,0.2760416666666667,0.27604166666666663,"0,3,1,2"
5,F2-S,4,0.2795138888888889,0.2795138888888889,"3,1,2,0"
5,F2-S,5,0.2569444444444444,0.2569444444444444,"0,3,1,2"
5,F2-S,6,0.2743055555555556,0.2743055555555555,"2,3,0,1"
5,F2-S,7,0.2725694444444444,0.2725694444444444,"3,0,1,2"
5,F2-S,8,0.2777777777777778,0.2777777777777778,"2,3,0,1"
5,F2-S,9,0.2760416666666667,0.2760416666666667,"0,3,2,1"
5,F2-S,10,0.2777777777777778,0.2777777777777778,"3,1,0,2"
5,F2-S,11,0.2552083333333333,0.2552083333333333,"0,1,3,2"
5,F2-S,12,0.2725694444444444,0.2725694444444444,"3,1,0,2"
5,F2-S,13,0.2725694444444444,0.2725694444444444,"1,2,3,0"
5,F2-S,14,0.2777777777777778,0.2777777777777778,"0,3,2,1"
5,F2-S,15,0.2777777777777778,0.2777777777777778,"0,3,2,1"
5,F2-S,16,0.2760416666666667,0.27604166666666663,"1,3,0,2"
5,F2-S,17,0.2743055555555556,0.2743055555555555,"1,3,2,0"
5,F2-S,18,0.2534722222222222,0.2534722222222222,"2,1,3,0"
5,F2-S,19,0.2743055555555556,0.2743055555555556,"3,2,0,1"
5,F2-V,0,0.2725694444444444,0.2725694444444445,"3,1,0,2"
5,F2-V,1,0.2708333333333333,0.2708333333333333,"0,3,1,2"
5,F2-V,2,0.2725694444444444,0.2725694444444444,"3,1,0,2"
5,F2-V,3,0.2795138888888889,0.2795138888888889,"2,0,3,1"
5,F2-V,4,0.2708333333333333,0.2708333333333333,"2,1,0,3"
5,F2-V,5,0.2743055555555556,0.2743055555555555,"2,3,0,1"
5,F2-V,6,0.2725694444444444,0.2725694444444444,"1,3,2,0"
5,F2-V,7,0.2743055555555556,0.2743055555555556,"3,2,0,1"
5,F2-V,8,0.2673611111111111,0.2673611111111111,"1,3,2,0"
5,F2-V,9,0.2708333333333333,0.2708333333333333,"3,2,0,1"
5,F2-V,10,0.2725694444444444,0.2725694444444444,"1,2,3,0"
5,F2-V,11,0.2725694444444444,0.2725694444444444,"1,0,3,2"
5,F2-V,12,0.2725694444444444,0.2725694444444444,"0,1,2,3"
5,F2-V,13,0.2795138888888889,0.2795138888888889,"2,1,0,3"
5,F2-V,14,0.2690972222222222,0.2690972222222222,"2,1,0,3"
5,F2-V,15,0.2725694444444444,0.2725694444444444,"2,3,0,1"
5,F2-V,16,0.265625,0.265625,"2,3,1,0"
5,F2-V,17,0.2690972222222222,0.2690972222222222,"1,2,0,3"
5,F2-V,18,0.2621527777777778,0.2621527777777778,"3,1,0,2"
5,F2-V,19,0.2795138888888889,0.2795138888888889,"1,3,2,0"
5,F3-G,0,0.2604166666666667,0.2604166666666667,"2,0,3,1"
5,F3-G,1,0.2604166666666667,0.2604166666666667,"0,2,3,1"
5,F3-G,2,0.2604166666666667,0.2604166666666667,"0,1,2,3"
5,F3-G,3,0.2604166666666667,0.2604166666666667,"2,0,1,3"
5,F3-G,4,0.2604166666666667,0.2604166666666667,"0,2,1,3"
5,F3-G,5,0.2604166666666667,0.2604166666666667,"0,1,3,2"
5,F3-G,6,0.2604166666666667,0.2604166666666667,"2,1,0,3"
5,F3-G,7,0.2604166666666667,0.2604166666666667,"2,3,0,1"
5,F3-G,8,0.2604166666666667,0.2604166666666667,"2,1,3,0"
5,F3-G,9,0.2604166666666667,0.2604166666666667,"0,2,1,3"
5,F3-G,10,0.2604166666666667,0.2604166666666667,"2,1,3,0"
5,F3-G,11,0.2604166666666667,0.2604166666666667,"2,0,3,1"
5,F3-G,12,0.2604166666666667,0.2604166666666667,"0,2,1,3"
5,F3-G,13,0.2673611111111111,0.2673611111111111,"0,2,3,1"
5,F3-G,14,0.2586805555555556,0.2586805555555556,"0,2,1,3"
5,F3-G,15,0.2604166666666667,0.2604166666666667,"2,0,1,3"
5,F3-G,16,0.2604166666666667,0.2604166666666667,"2,1,0,3"
5,F3-G,17,0.2604166666666667,0.2604166666666667,"2,1,0,3"
5,F3-G,18,0.2604166666666667,0.2604166666666667,"2,1,0,3"
5,F3-G,19,0.2604166666666667,0.2604166666666667,"0,2,1,3"
6,F0,0,0.24305555555555555,0.24305555555555552,"0,1,2,3"
6,F0,1,0.23958333333333334,0.23958333333333334,"1,0,3,2"
6,F0,2,0.23958333333333334,0.23958333333333334,"3,1,0,2"
6,F0,3,0.23958333333333334,0.23958333333333334,"1,0,2,3"
6,F0,4,0.24131944444444445,0.24131944444444445,"0,1,3,2"
6,F0,5,0.2482638888888889,0.2482638888888889,"0,2,3,1"
6,F0,6,0.2465277777777778,0.2465277777777778,"3,2,0,1"
6,F0,7,0.2378472222222222,0.2378472222222222,"2,3,0,1"
6,F0,8,0.25,0.25,"0,2,3,1"
6,F0,9,0.2378472222222222,0.2378472222222222,"2,0,3,1"
6,F0,10,0.24479166666666666,0.24479166666666669,"2,1,0,3"
6,F0,11,0.2361111111111111,0.2361111111111111,"3,0,1,2"
6,F0,12,0.25,0.25,"0,1,3,2"
6,F0,13,0.24479166666666666,0.24479166666666669,"3,1,0,2"
6,F0,14,0.23958333333333334,0.23958333333333334,"0,2,3,1"
6,F0,15,0.2465277777777778,0.2465277777777778,"2,1,3,0"
6,F0,16,0.24305555555555555,0.24305555555555552,"2,3,0,1"
6,F0,17,0.2482638888888889,0.24826388888888887,"0,3,1,2"
6,F0,18,0.2361111111111111,0.2361111111111111,"3,0,1,2"
6,F0,19,0.2482638888888889,0.2482638888888889,"2,0,3,1"
6,F1,0,0.265625,0.265625,"0,1,3,2"
6,F1,1,0.2673611111111111,0.2673611111111111,"3,1,0,2"
6,F1,2,0.2708333333333333,0.2708333333333333,"0,3,1,2"
6,F1,3,0.2638888888888889,0.2638888888888889,"3,0,2,1"
6,F1,4,0.2673611111111111,0.2673611111111111,"2,0,3,1"
6,F1,5,0.265625,0.265625,"0,1,2,3"
6,F1,6,0.2708333333333333,0.2708333333333333,"0,3,1,2"
6,F1,7,0.2638888888888889,0.2638888888888889,"2,0,1,3"
6,F1,8,0.2690972222222222,0.2690972222222222,"2,3,0,1"
6,F1,9,0.2638888888888889,0.2638888888888889,"2,0,3,1"
6,F1,10,0.2690972222222222,0.2690972222222222,"0,2,1,3"
6,F1,11,0.2552083333333333,0.25520833333333337,"1,2,3,0"
6,F1,12,0.2690972222222222,0.2690972222222222,"1,3,2,0"
6,F1,13,0.2690972222222222,0.2690972222222222,"3,0,1,2"
6,F1,14,0.265625,0.265625,"1,0,3,2"
6,F1,15,0.2621527777777778,0.2621527777777778,"3,2,1,0"
6,F1,16,0.2604166666666667,0.2604166666666667,"3,1,2,0"
6,F1,17,0.2708333333333333,0.2708333333333333,"3,2,1,0"
6,F1,18,0.265625,0.265625,"2,3,1,0"
6,F1,19,0.2638888888888889,0.2638888888888889,"3,1,2,0"
6,F2-S,0,0.2690972222222222,0.2690972222222222,"2,1,3,0"
6,F2-S,1,0.2725694444444444,0.2725694444444444,"1,2,0,3"
6,F2-S,2,0.2690972222222222,0.2690972222222222,"0,3,2,1"
6,F2-S,3,0.2708333333333333,0.2708333333333333,"2,1,0,3"
6,F2-S,4,0.2708333333333333,0.2708333333333333,"2,3,0,1"
6,F2-S,5,0.2690972222222222,0.2690972222222222,"2,1,0,3"
6,F2-S,6,0.2743055555555556,0.2743055555555556,"1,3,0,2"
6,F2-S,7,0.2690972222222222,0.2690972222222222,"2,0,1,3"
6,F2-S,8,0.2708333333333333,0.2708333333333333,"1,2,3,0"
6,F2-S,9,0.2760416666666667,0.2760416666666667,"3,1,2,0"
6,F2-S,10,0.265625,0.265625,"3,2,0,1"
6,F2-S,11,0.2795138888888889,0.2795138888888889,"1,3,0,2"
6,F2-S,12,0.2673611111111111,0.2673611111111111,"2,1,3,0"
6,F2-S,13,0.2725694444444444,0.2725694444444444,"0,2,1,3"
6,F2-S,14,0.2673611111111111,0.2673611111111111,"1,0,3,2"
6,F2-S,15,0.2725694444444444,0.2725694444444444,"2,3,1,0"
6,F2-S,16,0.2690972222222222,0.2690972222222222,"2,1,0,3"
6,F2-S,17,0.2673611111111111,0.2673611111111111,"0,2,3,1"
6,F2-S,18,0.2708333333333333,0.2708333333333333,"3,1,0,2"
6,F2-S,19,0.2708333333333333,0.2708333333333333,"0,2,3,1"
6,F2-V,0,0.2743055555555556,0.2743055555555556,"1,3,0,2"
6,F2-V,1,0.265625,0.265625,"0,1,2,3"
6,F2-V,2,0.2638888888888889,0.2638888888888889,"3,0,1,2"
6,F2-V,3,0.2690972222222222,0.2690972222222222,"0,3,2,1"
6,F2-V,4,0.2760416666666667,0.27604166666666663,"2,3,0,1"
6,F2-V,5,0.2586805555555556,0.2586805555555556,"3,2,1,0"
6,F2-V,6,0.2638888888888889,0.2638888888888889,"3,0,1,2"
6,F2-V,7,0.2621527777777778,0.26215277777777773,"2,1,0,3"
6,F2-V,8,0.2760416666666667,0.27604166666666663,"3,2,0,1"
6,F2-V,9,0.2673611111111111,0.26736111111111116,"3,0,2,1"
6,F2-V,10,0.265625,0.265625,"0,3,1,2"
6,F2-V,11,0.2708333333333333,0.2708333333333333,"0,1,3,2"
6,F2-V,12,0.2673611111111111,0.26736111111111116,"1,3,0,2"
6,F2-V,13,0.2760416666666667,0.2760416666666667,"3,1,2,0"
6,F2-V,14,0.265625,0.265625,"3,2,1,0"
6,F2-V,15,0.2638888888888889,0.26388888888888884,"1,2,3,0"
6,F2-V,16,0.2638888888888889,0.2638888888888889,"3,1,2,0"
6,F2-V,17,0.2604166666666667,0.2604166666666667,"0,2,1,3"
6,F2-V,18,0.2743055555555556,0.2743055555555556,"1,2,0,3"
6,F2-V,19,0.2638888888888889,0.26388888888888884,"0,3,1,2"
6,F3-G,0,0.2309027777777778,0.2309027777777778,"3,0,2,1"
6,F3-G,1,0.2309027777777778,0.2309027777777778,"3,2,0,1"
6,F3-G,2,0.2309027777777778,0.2309027777777778,"0,2,1,3"
6,F3-G,3,0.2309027777777778,0.2309027777777778,"0,1,3,2"
6,F3-G,4,0.2309027777777778,0.2309027777777778,"2,0,3,1"
6,F3-G,5,0.2309027777777778,0.2309027777777778,"2,3,1,0"
6,F3-G,6,0.2309027777777778,0.2309027777777778,"2,0,1,3"
6,F3-G,7,0.2309027777777778,0.2309027777777778,"2,1,0,3"
6,F3-G,8,0.2309027777777778,0.2309027777777778,"0,3,1,2"
6,F3-G,9,0.2309027777777778,0.2309027777777778,"2,0,1,3"
6,F3-G,10,0.2309027777777778,0.2309027777777778,"0,3,1,2"
6,F3-G,11,0.2309027777777778,0.2309027777777778,"3,0,2,1"
6,F3-G,12,0.22916666666666666,0.22916666666666669,"2,0,3,1"
6,F3-G,13,0.22916666666666666,0.22916666666666669,"2,0,1,3"
6,F3-G,14,0.2309027777777778,0.2309027777777778,"0,3,2,1"
6,F3-G,15,0.2309027777777778,0.2309027777777778,"3,0,1,2"
6,F3-G,16,0.2309027777777778,0.2309027777777778,"0,3,1,2"
6,F3-G,17,0.2309027777777778,0.2309027777777778,"0,3,1,2"
6,F3-G,18,0.2309027777777778,0.2309027777777778,"2,0,1,3"
6,F3-G,19,0.2309027777777778,0.2309027777777778,"0,3,2,1"
7,F0,0,0.4739583333333333,0.4739583333333333,"1,3,2,0"
7,F0,1,0.4739583333333333,0.4739583333333333,"0,1,3,2"
7,F0,2,0.4704861111111111,0.4704861111111111,"0,1,3,2"
7,F0,3,0.4739583333333333,0.4739583333333333,"1,2,0,3"
7,F0,4,0.4739583333333333,0.4739583333333333,"1,2,0,3"
7,F0,5,0.4722222222222222,0.4722222222222222,"1,2,3,0"
7,F0,6,0.4739583333333333,0.4739583333333333,"1,2,3,0"
7,F0,7,0.4739583333333333,0.4739583333333333,"0,2,3,1"
7,F0,8,0.4739583333333333,0.4739583333333333,"3,0,2,1"
7,F0,9,0.4739583333333333,0.4739583333333333,"1,0,2,3"
7,F0,10,0.4774305555555556,0.4774305555555555,"2,0,3,1"
7,F0,11,0.4704861111111111,0.4704861111111111,"1,2,3,0"
7,F0,12,0.4756944444444444,0.4756944444444444,"2,0,3,1"
7,F0,13,0.4756944444444444,0.4756944444444444,"3,1,0,2"
7,F0,14,0.46875,0.46875,"0,1,3,2"
7,F0,15,0.4739583333333333,0.4739583333333333,"1,2,3,0"
7,F0,16,0.4704861111111111,0.4704861111111111,"3,2,1,0"
7,F0,17,0.4739583333333333,0.4739583333333333,"2,0,1,3"
7,F0,18,0.4739583333333333,0.4739583333333333,"0,1,2,3"
7,F0,19,0.4756944444444444,0.4756944444444444,"3,0,1,2"
7,F1,0,0.4774305555555556,0.4774305555555556,"3,1,2,0"
7,F1,1,0.4774305555555556,0.4774305555555556,"0,2,3,1"
7,F1,2,0.4774305555555556,0.4774305555555556,"2,1,3,0"
7,F1,3,0.4861111111111111,0.48611111111111116,"3,0,1,2"
7,F1,4,0.4774305555555556,0.4774305555555556,"1,0,3,2"
7,F1,5,0.4809027777777778,0.4809027777777778,"1,2,0,3"
7,F1,6,0.4739583333333333,0.47395833333333337,"1,0,3,2"
7,F1,7,0.4774305555555556,0.4774305555555556,"3,1,2,0"
7,F1,8,0.4774305555555556,0.4774305555555556,"2,3,0,1"
7,F1,9,0.4809027777777778,0.4809027777777778,"3,1,0,2"
7,F1,10,0.4774305555555556,0.4774305555555556,"3,1,2,0"
7,F1,11,0.484375,0.484375,"2,3,0,1"
7,F1,12,0.4774305555555556,0.4774305555555556,"2,0,3,1"
7,F1,13,0.4791666666666667,0.4791666666666667,"0,3,2,1"
7,F1,14,0.4791666666666667,0.4791666666666667,"1,3,0,2"
7,F1,15,0.4791666666666667,0.4791666666666667,"2,1,3,0"
7,F1,16,0.4791666666666667,0.4791666666666667,"2,0,3,1"
7,F1,17,0.4739583333333333,0.47395833333333337,"0,2,3,1"
7,F1,18,0.4739583333333333,0.47395833333333337,"2,3,0,1"
7,F1,19,0.4756944444444444,0.4756944444444445,"2,0,3,1"
7,F2-S,0,0.2847222222222222,0.2847222222222222,"2,3,0,1"
7,F2-S,1,0.2881944444444444,0.2881944444444444,"3,0,1,2"
7,F2-S,2,0.2673611111111111,0.2673611111111111,"1,0,3,2"
7,F2-S,3,0.3559027777777778,0.3559027777777778,"3,2,0,1"
7,F2-S,4,0.2847222222222222,0.2847222222222222,"2,3,0,1"
7,F2-S,5,0.2795138888888889,0.2795138888888889,"3,1,0,2"
7,F2-S,6,0.2934027777777778,0.2934027777777778,"1,2,3,0"
7,F2-S,7,0.3472222222222222,0.3472222222222222,"3,2,0,1"
7,F2-S,8,0.2934027777777778,0.2934027777777778,"0,1,3,2"
7,F2-S,9,0.2795138888888889,0.2795138888888889,"1,3,0,2"
7,F2-S,10,0.2934027777777778,0.2934027777777778,"2,0,3,1"
7,F2-S,11,0.2864583333333333,0.2864583333333333,"2,1,3,0"
7,F2-S,12,0.2743055555555556,0.2743055555555556,"1,3,0,2"
7,F2-S,13,0.2864583333333333,0.2864583333333333,"2,0,3,1"
7,F2-S,14,0.2760416666666667,0.2760416666666667,"2,3,1,0"
7,F2-S,15,0.2899305555555556,0.2899305555555556,"1,0,2,3"
7,F2-S,16,0.2881944444444444,0.2881944444444444,"1,0,3,2"
7,F2-S,17,0.2899305555555556,0.2899305555555556,"1,3,2,0"
7,F2-S,18,0.2864583333333333,0.28645833333333337,"1,0,2,3"
7,F2-S,19,0.2899305555555556,0.2899305555555556,"2,0,1,3"
7,F2-V,0,0.2847222222222222,0.2847222222222222,"3,1,2,0"
7,F2-V,1,0.2881944444444444,0.2881944444444444,"2,1,3,0"
7,F2-V,2,0.3107638888888889,0.3107638888888889,"3,2,1,0"
7,F2-V,3,0.3125,0.3125,"3,1,2,0"
7,F2-V,4,0.2847222222222222,0.2847222222222222,"2,0,1,3"
7,F2-V,5,0.3090277777777778,0.3090277777777778,"2,1,0,3"
7,F2-V,6,0.2864583333333333,0.2864583333333333,"3,1,0,2"
7,F2-V,7,0.3142361111111111,0.31423611111111116,"1,2,3,0"
7,F2-V,8,0.3107638888888889,0.3107638888888889,"1,3,2,0"
7,F2-V,9,0.3142361111111111,0.3142361111111111,"3,2,0,1"
7,F2-V,10,0.3038194444444444,0.3038194444444444,"3,2,1,0"
7,F2-V,11,0.3125,0.3125,"2,3,1,0"
7,F2-V,12,0.2864583333333333,0.2864583333333333,"3,2,1,0"
7,F2-V,13,0.3125,0.3125,"0,1,2,3"
7,F2-V,14,0.3090277777777778,0.3090277777777778,"1,2,0,3"
7,F2-V,15,0.2864583333333333,0.2864583333333333,"0,1,3,2"
7,F2-V,16,0.2864583333333333,0.2864583333333333,"3,2,0,1"
7,F2-V,17,0.3142361111111111,0.31423611111111116,"3,0,2,1"
7,F2-V,18,0.3107638888888889,0.3107638888888889,"2,1,3,0"
7,F2-V,19,0.28125,0.28125,"3,1,0,2"
7,F3-G,0,0.24131944444444445,0.24131944444444442,"1,3,0,2"
7,F3-G,1,0.2465277777777778,0.24652777777777776,"2,1,0,3"
7,F3-G,2,0.2465277777777778,0.24652777777777776,"0,2,3,1"
7,F3-G,3,0.2465277777777778,0.24652777777777776,"0,2,1,3"
7,F3-G,4,0.234375,0.234375,"3,2,1,0"
7,F3-G,5,0.234375,0.234375,"1,3,2,0"
7,F3-G,6,0.234375,0.234375,"1,3,2,0"
7,F3-G,7,0.234375,0.234375,"2,0,3,1"
7,F3-G,8,0.2465277777777778,0.24652777777777776,"0,1,3,2"
7,F3-G,9,0.2482638888888889,0.24826388888888887,"2,0,3,1"
7,F3-G,10,0.2465277777777778,0.24652777777777776,"3,1,2,0"
7,F3-G,11,0.2465277777777778,0.24652777777777776,"1,2,3,0"
7,F3-G,12,0.2465277777777778,0.24652777777777776,"2,3,1,0"
7,F3-G,13,0.2482638888888889,0.24826388888888887,"2,0,1,3"
7,F3-G,14,0.2465277777777778,0.24652777777777776,"1,2,0,3"
7,F3-G,15,0.2482638888888889,0.24826388888888887,"2,0,1,3"
7,F3-G,16,0.234375,0.234375,"1,3,0,2"
7,F3-G,17,0.234375,0.234375,"0,2,1,3"
7,F3-G,18,0.2465277777777778,0.24652777777777776,"1,2,0,3"
7,F3-G,19,0.2482638888888889,0.24826388888888887,"2,1,3,0"
8,F0,0,0.328125,0.328125,"3,0,1,2"
8,F0,1,0.3229166666666667,0.32291666666666663,"3,0,2,1"
8,F0,2,0.3298611111111111,0.3298611111111111,"0,1,3,2"
8,F0,3,0.3211805555555556,0.3211805555555555,"3,1,0,2"
8,F0,4,0.3229166666666667,0.32291666666666663,"0,1,2,3"
8,F0,5,0.3298611111111111,0.3298611111111111,"2,0,3,1"
8,F0,6,0.3298611111111111,0.3298611111111111,"0,1,2,3"
8,F0,7,0.3298611111111111,0.3298611111111111,"3,0,1,2"
8,F0,8,0.328125,0.328125,"3,2,0,1"
8,F0,9,0.3263888888888889,0.3263888888888889,"2,0,3,1"
8,F0,10,0.3229166666666667,0.32291666666666663,"0,1,2,3"
8,F0,11,0.3246527777777778,0.3246527777777778,"0,3,2,1"
8,F0,12,0.3229166666666667,0.32291666666666663,"2,0,3,1"
8,F0,13,0.3229166666666667,0.32291666666666663,"1,3,0,2"
8,F0,14,0.3211805555555556,0.3211805555555555,"1,0,3,2"
8,F0,15,0.3229166666666667,0.32291666666666663,"3,1,0,2"
8,F0,16,0.3211805555555556,0.3211805555555555,"0,3,2,1"
8,F0,17,0.3246527777777778,0.3246527777777778,"0,2,3,1"
8,F0,18,0.328125,0.328125,"1,3,0,2"
8,F0,19,0.3298611111111111,0.3298611111111111,"1,2,0,3"
8,F1,0,0.5503472222222222,0.5503472222222222,"3,1,0,2"
8,F1,1,0.5399305555555556,0.5399305555555556,"2,3,0,1"
8,F1,2,0.5416666666666666,0.5416666666666667,"0,2,1,3"
8,F1,3,0.546875,0.546875,"0,3,2,1"
8,F1,4,0.5416666666666666,0.5416666666666667,"3,0,2,1"
8,F1,5,0.5451388888888888,0.5451388888888888,"0,2,1,3"
8,F1,6,0.5451388888888888,0.5451388888888888,"1,2,0,3"
8,F1,7,0.5434027777777778,0.5434027777777778,"2,0,1,3"
8,F1,8,0.5486111111111112,0.5486111111111112,"3,0,2,1"
8,F1,9,0.5434027777777778,0.5434027777777778,"0,2,3,1"
8,F1,10,0.546875,0.546875,"0,2,3,1"
8,F1,11,0.5520833333333334,0.5520833333333333,"0,2,1,3"
8,F1,12,0.5538194444444444,0.5538194444444444,"1,0,2,3"
8,F1,13,0.5295138888888888,0.529513888888889,"0,2,3,1"
8,F1,14,0.5520833333333334,0.5520833333333333,"2,3,0,1"
8,F1,15,0.5451388888888888,0.5451388888888888,"1,3,2,0"
8,F1,16,0.5434027777777778,0.5434027777777778,"3,0,2,1"
8,F1,17,0.5503472222222222,0.5503472222222222,"2,1,0,3"
8,F1,18,0.5451388888888888,0.5451388888888888,"0,2,1,3"
8,F1,19,0.5434027777777778,0.5434027777777778,"3,2,1,0"
8,F2-S,0,0.3871527777777778,0.38715277777777773,"0,3,2,1"
8,F2-S,1,0.4010416666666667,0.4010416666666667,"0,3,2,1"
8,F2-S,2,0.3975694444444444,0.3975694444444444,"1,2,3,0"
8,F2-S,3,0.3767361111111111,0.3767361111111111,"1,3,0,2"
8,F2-S,4,0.3940972222222222,0.3940972222222222,"3,2,1,0"
8,F2-S,5,0.3871527777777778,0.3871527777777778,"1,3,2,0"
8,F2-S,6,0.3940972222222222,0.3940972222222222,"2,3,1,0"
8,F2-S,7,0.4010416666666667,0.40104166666666663,"0,2,3,1"
8,F2-S,8,0.3975694444444444,0.3975694444444444,"0,1,3,2"
8,F2-S,9,0.3923611111111111,0.3923611111111111,"3,1,0,2"
8,F2-S,10,0.3888888888888889,0.3888888888888889,"2,0,1,3"
8,F2-S,11,0.3732638888888889,0.3732638888888889,"1,2,3,0"
8,F2-S,12,0.390625,0.390625,"1,2,0,3"
8,F2-S,13,0.3871527777777778,0.3871527777777778,"0,1,3,2"
8,F2-S,14,0.390625,0.390625,"1,3,2,0"
8,F2-S,15,0.3923611111111111,0.39236111111111116,"3,1,2,0"
8,F2-S,16,0.3871527777777778,0.3871527777777778,"0,1,2,3"
8,F2-S,17,0.390625,0.390625,"1,2,3,0"
8,F2-S,18,0.3958333333333333,0.3958333333333333,"1,3,2,0"
8,F2-S,19,0.3888888888888889,0.3888888888888889,"3,1,0,2"
8,F2-V,0,0.3472222222222222,0.3472222222222222,"0,1,3,2"
8,F2-V,1,0.3315972222222222,0.3315972222222222,"1,0,3,2"
8,F2-V,2,0.3315972222222222,0.3315972222222222,"2,1,3,0"
8,F2-V,3,0.3368055555555556,0.3368055555555556,"2,1,3,0"
8,F2-V,4,0.3402777777777778,0.3402777777777778,"3,2,1,0"
8,F2-V,5,0.328125,0.328125,"0,1,3,2"
8,F2-V,6,0.3298611111111111,0.3298611111111111,"0,3,1,2"
8,F2-V,7,0.3246527777777778,0.3246527777777778,"3,0,2,1"
8,F2-V,8,0.3333333333333333,0.3333333333333333,"3,1,2,0"
8,F2-V,9,0.3420138888888889,0.3420138888888889,"0,3,1,2"
8,F2-V,10,0.3246527777777778,0.3246527777777778,"0,1,3,2"
8,F2-V,11,0.328125,0.328125,"3,2,0,1"
8,F2-V,12,0.3298611111111111,0.3298611111111111,"3,0,2,1"
8,F2-V,13,0.3402777777777778,0.3402777777777778,"1,0,3,2"
8,F2-V,14,0.3315972222222222,0.3315972222222222,"0,3,1,2"
8,F2-V,15,0.3229166666666667,0.3229166666666667,"2,1,3,0"
8,F2-V,16,0.3385416666666667,0.33854166666666663,"0,1,2,3"
8,F2-V,17,0.3385416666666667,0.33854166666666663,"3,0,1,2"
8,F2-V,18,0.3298611111111111,0.32986111111111105,"0,1,3,2"
8,F2-V,19,0.3315972222222222,0.3315972222222222,"2,1,3,0"
8,F3-G,0,0.24479166666666666,0.24479166666666666,"0,2,3,1"
8,F3-G,1,0.2465277777777778,0.24652777777777776,"1,2,3,0"
8,F3-G,2,0.2465277777777778,0.24652777777777776,"2,3,0,1"
8,F3-G,3,0.2465277777777778,0.24652777777777776,"1,3,2,0"
8,F3-G,4,0.2465277777777778,0.24652777777777776,"1,2,0,3"
8,F3-G,5,0.2465277777777778,0.24652777777777776,"2,3,1,0"
8,F3-G,6,0.24479166666666666,0.24479166666666666,"2,1,3,0"
8,F3-G,7,0.24479166666666666,0.24479166666666666,"2,1,0,3"
8,F3-G,8,0.24479166666666666,0.24479166666666666,"2,1,3,0"
8,F3-G,9,0.25,0.25,"1,3,2,0"
8,F3-G,10,0.24305555555555555,0.24305555555555552,"1,2,3,0"
8,F3-G,11,0.2465277777777778,0.24652777777777776,"2,1,3,0"
8,F3-G,12,0.24479166666666666,0.24479166666666666,"0,1,2,3"
8,F3-G,13,0.24479166666666666,0.24479166666666666,"0,1,3,2"
